ID,Price,Condition,Brand,Model,Edition,Operating System,Memory,Network,SIM Support,RAM,No. of Camera,Screen Size,Battery,Processor,Item type,Features,Description
64,85990,Used,Apple,iPhone 12,128GB,iOS,128 GB,5G,,4 GB,Dual,Above 6 inches,,,,"USB Type-C Port, Bluetooth, Wifi, GPS","📱📱📱📱 ICM MOBILE & COMPUTERS 📱📱📱📱 | 💪වසර 10ක්  පුරා නොබිදුනු පාරිභෝගික විශ්වාසය සමගින් | උසස්ම තත්වයේ ආනයනය කරන ලද  ජංගම දුරකථන අඩුම මිලට වගකීමක් සහිතව අපෙන්.. | 🏆 Premium Pre-Owned iPhone 12  – Now Available! | ICM MOBILE | Trusted Quality | Reliable Service | 📱 Product Specifications: | ✔ Model:  IPHONE 12 ( 128GB ) | 🔹 4GB RAM | 🔹64GB/128GB/256GB Storage | 🔹 5G Network | 🔹 6.1"" Display | 🔹 📸 12 MP Dual Rear camera | 🔹 🤳 12MP front camera | 🔹 🔋 2815 mAs Battery | ✔ Condition: BRAND NEW CONDITIONS (FULLY INSPECTED) | 🔥වසර 10ක විස්වාසයත් සමග ඉතා ඉහළ සේවාවක් ඔබ වෙත ලබාදීමට අප සෑම විටම කැපවී සිටින්නෙමු . | 🛡️ මෙම මිල ගනන් ඉතා කෙටි දිනක් සඳහා පමණයි 🛡️ | 📢 *සැලකිය යුතුයි!* | 👉 ඔබ සොයන්නේ අඩු මිලට අඩු ගුණාත්මකභාවයක්ද? | නැත්නම් 💎 සාධාරණ මිලකට උසස් තත්ත්වයේ දුරකතනයක්ද? | 🛑 වෙලදපොලේ “Refurbished” දුරකතන වලට අහුවෙන්න එපා! | අප වෙතින් ලැබෙන සියලු දුරකතන | 🔹 නිෂ්පාදන සමාගම් විසින් සහතික කළ | 🔹 කිසිදු අලුත් වැඩියාවකට ලක් නොවූ | 🔹 උසස් තත්ත්වයේ අලුත් දුරකතන වේ. | 💰 අඩු මිලට බාල, ව්‍යාජ දුරකතන වලට ඔබගේ මුදල් වැය නොකර | 📲 *නියම තත්ත්වයේ හොඳම දුරකතන ලබාගන්න!* | ලංකාවේ හොඳම මිල හා අසමසම වගකීම අප වෙතින් පමණි! | 💼 *තොග ගැණුම් කරුවන්ට විශේෂ වට්ටම්!* | 👉සෑම මිලදී ගැනීමක් සමගම Temperd glass 1ක් සහ Back cover 1ක් නොමිලේ. | Card Payments Acceptable (𝑻𝒆𝒓𝒎𝒔 & 𝑪𝒐𝒏𝒅𝒊𝒕𝒊𝒐𝒏 𝑨𝒑𝒑𝒍𝒚).. | 🔴 වසර 10 කට වඩා වැඩි අලෙවිය සහ විස්වාසනීය සේවා සැපයීමේ පුරෝගමියා වන අපගේ අද්විතීය හා පලපුරුදු සේවාවන් ඔබත් ලබාගන්න.."
65,162900,Used,Apple,iPhone 14 Pro,128GB Full Set,iOS,,5G,Dual SIM,,Triple,Above 6 inches,,,,"Fast Charging, Wifi, GPS","128gb 162,900 to 165,900 | 256gb  170,900 to 174,900 | 🫡 12 වසරක අසමසම පාරිභොගික විශ්වාසය සමගින් 😍 | බාල ව්‍යාජ දුරකථන වලට රැවටෙන්න එපා | Apple iPhone 14 Pro 128/256GB Original Used | Available | Original Full Set With Same Imei Box | Original International Version | Original Used | No any hidden errors | 14 Days Replacement Warranty | 06 Months Software Warranty | Mobile Exchange Are Welcome | Credit Card Payment Accepted | Koko Payments Accepted | 🔺🔺🔺🔺🔺 | ✅Queens Mobiles Kiribathgoda | No 662/10 Eriyawatiya Road,Kiribathgoda | (Near Tilakawardana car park main entrance road) | ✅ Queens Mobiles Pvt Ltd | No 46/2 , Kandy Road , Kiribathgoda | (Near Kiribathgoda Colour Lights and Clock Tower )"
66,25000,Used,Apple,iPhone 8,Apple,iOS,64 GB,4G,Single SIM,,,Below 4 inches,4000 mAh,,,"Fast Charging, Flash Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",Battery health 💯 | Finger print 💯 | Mint condition 💯 | Original display | LL/A
67,32500,Used,Apple,iPhone SE 2,2020,iOS,128 GB,5G,Dual SIM,4 GB,,4 to 5 inches,5000 mAh,Exynos,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone Se2 | All Parts Original | All Sensors Working | Note : | Single Crack On display Not visible
68,13000,Used,Apple,iPhone 6S,Apple,iOS,64 GB,4G,Single SIM,2 GB,,,4000 mAh,,,"Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",හොඳට තියෙනවා ⚡️ | screen එකේ උඩ පොඩි ඉරක් තියෙනවා.වෙන ප්‍රශ්න මුකුත් නැහැ.
69,93000,Used,Apple,iPhone 12 Pro,Gray,iOS,128 GB,5G,,6 GB,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",Cl me | iPhone 12 pro | 128gb | Battery 92% (original) | Orginal display 💯 | Face ID 💯 | Full set box | Condition 💯 | No errors | Lowest price
70,130000,Used,Apple,iPhone 13 Pro,,iOS,128 GB,5G,Dual SIM,,Triple,Above 6 inches,,,,,Model - 13 pro | Storage - 128 gb | Colour - white | Battery health -81%(original battery | ​Display: 6.1-inch Super Retina XDR (ProMotion 120Hz) | ​​Network: 5G Supported (Dual SIM: Nano-SIM + eSIM) | ​​Camera: Triple 12MP Pro camera system (Cinematic mode & Night mode). | Condition: 98% Body condition | ​Face ID & True Tone: 100% Working.
71,65000,Used,Apple,iPhone 13,,iOS,128 GB,5G,Dual VoLTE,4 GB,Dual,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 13 128gb
72,45000,Used,Apple,iPhone 7 Plus,32GB,iOS,32 GB,4G,Single SIM,,Quad,,4000 mAh,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",I phone 7 + | Best Condition 💯 | Batery health 100% - Replacement | Display original | I have a full set Box | 1 st owner
73,28000,Used,Apple,iPhone XS,64GB,iOS,64 GB,4G,Single SIM,4 GB,Dual,5.1 to 6 inches,,,,"Fast Charging, Bluetooth, Wifi, GPS",Apple iphone xs | 64gb | Battery health 100% | Face id error | mic is not working
74,173999,Brand New,Apple,iPhone 15,128GB,,,,,,,,,,,,iCon Mobile.lk | Trusted Mobile Partner in Sri Lanka | Apple iPhone 15 | | 128GB | | 🔴 One Year Warranty | 🔴 Brand New Sealed Pack | 🔴 Exchange Possible | *Cash Price* | Price may change depending on colour and Reigon | 🚚Delivery Available Colombo and sub (T&C apply) | 🧩 KOKO Available T&C Apply | 🧩 Instalment Available for Credit Card Holders…..! | 💳 Sampath Bank | 💳 HSBC | 💳 People’s Bank | 💳 Commercial Bank | 💳 Seylan Bank | 0% Installment Plans Available (T&C Apply) | 🔴This prices apply only when buying the complete device package🔴 | 📱 Feel to free call or WhatsApp for more information….!! | 🏬 iCon Mobile (PVT) Ltd | 📍59 1st floor liberty plaza Colombo 03
75,28000,Used,Apple,iPhone 7 Plus,256gb,iOS,256 GB,4G,Single SIM,,Dual,Above 6 inches,,Kirin,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",iPhone 7 plus | 256gb | full set box | Red colour | original battery change 100% | good condition in phone personal used phone | No any issues or replacements | Money urgent | Contact me for more details
76,275000,Used,Apple,iPhone 15 Pro Max,15 Pro Max,iOS,256 GB,5G,Dual SIM,12 GB,Dual,Above 6 inches,5000 mAh,,,,"📱 iPhone 15 Pro Max – 256GB | ✅ Storage: 256 GB | 🔋 Battery Health: 100% | 🔄 Battery Cycle Count: 10 only | ✨ Condition: Brand New | 🛡 Apple Warranty Available: Valid until October 2026 | 📦 Phone is in excellent, unused condition | 📍 Serious buyers only"
77,105000,Used,Apple,iPhone 13,,iOS,128 GB,5G,,,,,,,,,iPhone 13 | TRCSL Approved | One month apple warranty available | 88% battery life | Full set box | With original cable | No replacement
78,130000,Used,Apple,iPhone 13 Pro,13,iOS,128 GB,5G,,,,,,,,,Condition 100 | Bh 92 | Charging count 487 | සුපිරියටම තියනවා | සල්ලි හදිස්සියකට දෙන්නෙ
79,73500,Used,Apple,iPhone 11,256GB,iOS,256 GB,,Single SIM,,,,,,,"Bluetooth, Wifi, GPS",💢 256GB | 💢 Battry helth 91% | 💢 not use sri lanka | 💢 condition 100% | 💢 kiridiwela
80,186000,Used,Apple,iPhone 14 Pro,,iOS,256 GB,5G,,4 GB,Triple,Below 4 inches,,,,"Fast Charging, Expandable Memory, Bluetooth, Wifi, GPS",I phone 14 pro 🍎 | All parts original 💯 | Battery 90 ❤️‍🩹
81,68000,Used,Apple,iPhone 12,,,128 GB,5G,Dual SIM,,Dual,,,,,,Iphone 12 | Battery 75 original දවසක් ඩේට ඔන් එකේ සාමාන්‍ය විදිහට යූස් කරන්න පුලුවන් කිසිම අවුලක් නැතුව | 128 GB | Sri lankan not use | All pats original | Matara thiyenne | ෆෝන් එක හොඳටම තියෙනව ජපන් වලින් ගෙනාවෙ. ෆෝන් එකේ කිසිම අවුලක් නැහැ ඕන විදිහකට චෙක් කරල ගන්න කමක් නැහැ මොකද හොඳටම තියෙනව ෆෝන් එක. | Last price 68000
82,7500,Brand New,Apple,,,,,,,,,,,,Replacement Batteries,,***Unique World - Gampaha*** | Visit Us:- www.Uniqueworld.lk | 💳 Cash Payments & Bank Transfers are Accepted. | 🛵 🚚 Delivery can be arranged terms and conditions apply. | Apple iPhone XS Max Battery | 100% health | 3 & 6 Month warranty | *REPLACEMENT WILL BE DONE IN FRONT OF YOU ( JUST 20MIN TIME | fixing free.. | All kinds of repair | Fast service | ***Unique World - Gampaha***
83,26000,Used,Apple,iPhone 7 Plus,,iOS,128 GB,4G,Single SIM,4 GB,Dual,,,,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",I phone 7 plus | 128GB | Fringerprint working ✅ | Home button working ✅ | Display Replace | No any errors ✅ | Ex ok android phones or i phone 8 UP ↑
84,70000,Used,Apple,iPhone 12,,iOS,128 GB,5G,,,Dual,,,,,,Iphone 12 🍎 | 128 GB | No replaces | Condition top | kandy / Gampola | Exchange ok ( with iphones)
85,79000,Used,Apple,iPhone 12,Apple,iOS,128 GB,5G,Dual SIM,4 GB,Dual,5.1 to 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",I phone 12 | 128gb | Battery helath 100%(genuin replace) | No erros | Chees condition | 79000/=
86,154500,Used,Apple,iPhone 14 Pro,256GB,iOS,256 GB,,Dual SIM,,Triple,,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS",iPhone 14 Pro 256GB | Full set box same imei | Battery 100% | Mint condition | Low price | 3 pieces available purple and black
87,105000,Used,Apple,iPhone 14,Black,iOS,128 GB,5G,Single SIM,6 GB,Dual,Above 6 inches,4000 mAh,,,"USB Type-B Port, Fast Charging, Bluetooth, Wifi, GPS",iPhone 14 | Midnight color | 128gb | All part original | Full set
88,69000,Used,Apple,iPhone 11,,iOS,128 GB,4G,Dual SIM,4 GB,Dual,4 to 5 inches,4000 mAh,,,,💠 iPhone 11 (Purple) | 💠 128GB | 💠 Battery 90% (Original) | 💠 Top condition 💯 | 💠 No any repairs or replacement | 💠 Unit only
89,12500,Used,Apple,iPhone 7,Apple,Windows,128 GB,,,4 GB,Dual,5.1 to 6 inches,,,,"USB Type-C Port, Fast Charging, Fingerprint Sensor",Home not  128 gb biri h 79
90,60000,Used,Apple,iPhone 11,,,64 GB,,,,Dual,,,,,,Worth of price | Well condition | Face id work | No.any issue | Contact
91,67500,Used,Apple,iPhone 11 Pro,256GB,iOS,256 GB,4G,Single SIM,4 GB,Triple,4 to 5 inches,,,,"USB Type-B Port, Fast Charging, Bluetooth, Wifi",🍏iphone 11 pro | 🍏256 GB storage | 🍏 LL/A 🇦🇺 international version device | 💸Bought from USA 🇦🇺 | Battery Health 83%(original) | Two back covers free 😚
92,115000,Used,Apple,iPhone 14,128GB,iOS,,,,,,,,,,,Mint Condition | Apple 14 128GB | Same imei box and full set | Battery health 84% | All parts original | Brand new condition
93,15500,Used,Apple,iPhone 7,32GB,iOS,32 GB,4G,Single SIM,3 GB,Dual,4 to 5 inches,4000 mAh,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone 7.Black color.Original parts.Bettery service use keranna puluwan.Whatsapp msg or call.Android walata ex puluwan.
94,28000,Used,Apple,iPhone 8,,iOS,64 GB,4G,Single SIM,,,,,,,"USB Type-B Port, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",කිසිම ප්‍රශ්නයක් නැහැ .
95,32500,Used,Apple,iPhone XR,,,,,,,,,,,,,I Phone Xr | 64 Gb | Hodatama thiyenwa phone eka | Best condition | True tone and face id working | Exchange ok i phone + Cash | Location yakkala | Whatsapp msg 🖤
96,83500,Used,Apple,iPhone 11 Pro Max,256GB,iOS,256 GB,,Single SIM,,Triple,,4000 mAh,,,"Bluetooth, Wifi, GPS","🅰️🅱️𝕄𝕆𝔹𝕀𝕃𝔼  & 𝕋𝔼ℂℍℕ𝕆𝕃𝕆𝔾𝕐⭕ | 🔳𝐌𝐎𝐃𝐄𝐋          :- 11 PRO MAX | 🔳𝐒𝐓𝐎𝐑𝐀𝐆𝐄      :- 256 GB | 🔳𝐑𝐀𝐌                :- 4GB of LPDDR4X RAM | 🔳𝗕𝗘𝗧𝗧𝗘𝗥𝗬       :- 3969𝐌𝐀𝐇  85+ HEALTH | 🔘𝗣𝗛𝗢𝗡𝗘 𝗢𝗡𝗟𝗬 | 🔘𝗡𝗢 𝗜𝗦𝗦𝗨𝗘𝗦 | 🔘𝗠𝗜𝗡𝗧 𝗖𝗢𝗡𝗗𝗜𝗦𝗜𝗢𝗡 | 🔘𝐇𝐎𝐔𝐒𝐈𝐍𝐆 & 𝐁𝐎𝐃𝐘 💯 | 𝗖𝗔𝗟𝗟 𝗠𝗘 𝗙𝗢𝗥 𝗠𝗢𝗥𝗘 𝗜𝗡𝗙𝗢𝗥𝗠𝗔𝗧𝗜𝗢𝗡 | 𝗪𝗛𝗢𝗟𝗘𝗦𝗔𝗟𝗘 𝗗𝗘𝗔𝗟𝗘𝗥𝗦 𝗔𝗥𝗘 𝗪𝗘𝗟𝗖𝗢𝗠𝗘 | 📍812/A /1 𝗞𝗔𝗡𝗧𝗛𝗜 𝗠𝗔𝗪𝗔𝗧𝗛𝗔,𝗛𝗨𝗡𝗨𝗣𝗜𝗧𝗜𝗬𝗔,𝗪𝗔𝗧𝗧𝗔𝗟𝗔 | 83 500/= 💰 | VALENTINE'S DAY OFFER💞 | ✔️1 M͜͡O͜͡N͜͡T͜͡H͜͡ C͜͡H͜͡E͜͡L͜͡K͜͡I͜͡N͜͡G͜͡ W͜͡A͜͡R͜͡R͜͡E͜͡N͜͡T͜͡Y͜͡ A͜͡V͜͡A͜͡I͜͡L͜͡B͜͡L͜͡E͜͡ F͜͡O͜͡R͜͡ A͜͡L͜͡L͜͡ M͜͡O͜͡B͜͡I͜͡L͜͡E͜͡S͜͡"
97,118500,Used,Apple,iPhone 14,128GB,iOS,128 GB,,Dual VoLTE,6 GB,,4 to 5 inches,,,,Fast Charging,✅IPHONE 14 128GB | ✅2 MONTH ONE TO ONE REPLACEMENT WARRANTY | ✅3 MONTH BATTERY WARRANTY | ✅1 YEAR SOFTWARE WARRANTY | ✅ Brand new condition | ✅ALL GENUINE PARTS | ✅85 🆙 BATTERY HEALTH | ✅colors available 🎨 | ✅128GB | ✅118500LKR | හොදම දේ ගන්න⚡️හරිම තැනට එන්න්⚡️ | හොද වගකීමක් එක්ක විශ්වාසනීය තැනකින් phone එකක් ගන්න අදම එන්න | 🚀STREET MOBILE | 📍GALLE(GINTHOTA)
98,289000,Used,Apple,iPhone 16 Pro Max,256GB,iOS,256 GB,5G,Dual SIM,12 GB,Triple,Above 6 inches,5000 mAh,,,"USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor",iPhone 16 Pro Max for Sale – Mint Condition | Carefully used for personal purposes and maintained in excellent condition. Selling due to an upgrade to iPhone 17 Pro Max. | 🔋 Battery Health: 92% | ✨ No scratches or damages | ✅ 100% perfect working condition | All the documents are available with same imi box with full set | Cash deal only | 📞 Call for more inquiries.
99,17000,Used,Apple,iPhone 7,Apple,iOS,32 GB,4G,Single SIM,3 GB,,,,,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone 7 🍎 | Storage 32GB | battery health 84%🔋 (original battery) | Black color 🖤 | phone only
100,118500,Used,Apple,iPhone 14,,iOS,128 GB,,,,Dual,,,,,, IPHONE 14 128 GB | Midnight 🖤 | Full Set Same IMEI Box | Face ID True Tone And other all functions ✅ | Battery 💯 (Replaced With Warranty) | Genuine ZP/A Device🔥 | DripFone Checking Warranty | With 6years + 10000 of Customer Satisfaction
101,230000,Used,Apple,iPhone 14 Pro Max,,iOS,,4G,Single SIM,,Triple,,,,,,🍎i phone 14 pro max | 🍎All parts original | 🍎original battery replace bh-100 (one i bill hv) | 🍎Storage 1 TB | 🍎Loctation-kelaniya | 🍎same imei full set box | 🍎256 price walin 1 TB dennm🍎
102,378000,Used,Apple,iPhone 17 Pro,iphone 17 pro,iOS,256 GB,5G,,,,,,,,"USB Type-C Port, Fast Charging",X/A 🇦🇺 sim version
103,128000,Used,Apple,iPhone 12 Pro Max,,iOS,256 GB,4G,,,Triple,,,,,,Iphone 12 pro max | 256GB | 80% BH White | White colour
104,230000,Used,Apple,iPhone 15 Pro Max,Apple,iOS,256 GB,5G,Single SIM,,Dual,Above 6 inches,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",iPhone 15 pro max | Natural titanium | Battery health 81% | Excellent condition | Original box and cable
105,148000,Used,Apple,iPhone 14 Pro,Iphone 14 pro 256GB,iOS,256 GB,5G,,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS","Iphone 14 Pro | 256GB | Battery replace | Other all parts original | Condition 100% | No errors | Location : Kurunegala | Price: 148,000 | (Negotiable)"
106,53000,Used,Apple,iPhone 11,128GB,,,,,,,,,,,,📲 iPhone 11😍🍎✨ |  128GB 😍🍃 |  Face ID 💯 |  True Tone💯 |  Battery health 86%🔋 |  Unit only 🍃 |  No Errors 💯 | ▫️Exchange Possible (iphone+ cash) | ▫️Price can be negotiated | 📞 | 📍Minuwangoda
107,315000,Used,Apple,iPhone 16 Pro Max,16 Pro Max,iOS,256 GB,5G,,8 GB,Triple,Above 6 inches,,,,USB Type-C Port,• iPhone 16 Pro Max 256GB Desert | Titanium Same Imei Box 🍎 🧀 | • X/A Version Physical Sim + E Sim | • Brandnew Condition | • Battery Health 100% (Original🔋) | • Full Set Box & Cable | • Face ID 💯 | • No Any Replacement 💯 | • Original Display 💯 | • Original Housing 💯 | • All Senors Working 💯 | • 3u Tools Report 100% | • Cycle Count 55 ® | • Location - Colombo - Kaduwela | • Send Whats Up Message | ✴️ Iphone 16 Pro Max 256GB 🍎🧀 | •With 05 Month Apple Care Warranty Remaining... | 🍎🌎 Manga Mobile World 🇱🇰 ❤️ | Online Store  Facebook Follow Now.. | #Deals 🎁🍎 ✴️
108,55000,Used,Apple,iPhone SE 2,Apple,iOS,128 GB,4G,Single SIM,,,,,,,"Fast Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",I phone SE2 | Bh90 | 128gb | All original parts | Imported | Nittambuwa | No Errors | Cheese Condition | Cam working | Fingerprint Working | 1year warranty | Backcover & tempered glass | 100% Condition
109,130000,Used,Apple,iPhone 13 Pro Max,Apple,iOS,128 GB,5G,Dual SIM,,Triple,Above 6 inches,5000 mAh,,,,"Selling my iPhone 13 Pro Max in excellent condition. | ✅ Super Retina XDR 6.7” display (120Hz ProMotion) | ✅ A15 Bionic chip – very fast & smooth | ✅ 3 Pro cameras (Wide, Ultra-Wide, Telephoto) | ✅ Cinematic mode & 4K video recording | ✅ Face ID | ✅ Long battery life | ✅ Premium stainless steel body | 🔋 Battery Health: [75 % ] | 💾 Storage: [128GB] | 🎨 Color: [Gold ] | No repairs / No hidden issues. | Everything working perfectly. | Can be checked before purchase. | Reason for selling: Upgrading. | Serious buyers only."
110,60000,Used,Apple,iPhone 11 Pro,11 pro,iOS,64 GB,4G,Dual SIM,,Triple,,,,,,Good condition | Battery 73% original battery | No any cracks | Original display | 64GB storage
111,69000,Used,Apple,iPhone 11,256GB,,,,,,,,,Google Tensor,,,"Iphone 11 128GB | ⭕⭕⭕ ＭＯＢＩＬＥ ＳＭＡＲＴ ⭕⭕⭕ | 💯 IMPORTED PHONES | 💯 ආනයනය කරන ලද හොදම තත්වයේ දුරකතන (SINGAPORE) | ✔️✔️✔️100% 𝙊𝙍𝙄𝙂𝙄𝙉𝘼𝙇 ✔️✔️✔️ | ✔️✔️✔️100% 𝙄𝙈𝙋𝙊𝙍𝙏𝙀𝘿 ✔️✔️✔️ | ✔️✔️✔️100% 𝙒𝙄𝙏𝙃 𝙒𝘼𝙍𝙍𝙀𝙉𝙏𝙔 ✔️✔️✔️ | ✔️✔️✔️100% 𝗕𝗥𝗔𝗡𝗗𝗡𝗘𝗪 𝗖𝗢𝗡𝗗𝗜𝗧𝗜𝗢𝗡 ✔️✔️✔️ | APPLE IPHONE 11 128GB STOCK 15 | 🔘 APPLE IPHONE 11 | 🔘 128GB | 🔘 14 DAYS 1 TO 1 REPLACE OR HARDWARE WARRENTY | 🔘 1 YEAR SOFTWARE AND SERVICE WARRENTY | 128GB | B GRADE CONDITION UNIT ONLY 63,000 | A+ CONDITION UNIT ONLY 66,000 | 256GB | A+ CONDITION UNIT ONLY 69,000 | - CREDIT & DEBIT CARD PAYMENT ACCEPTED | - KOKO PAYMENT ACCEPTED | SHOP LOCATION - 551/2 PITA KOTTE, KOTTE | (near fab, dominos) | 📦 📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦 | CACH ON DELIVERY AVAILABLE WITHIN 3 HOURS ( ONLY COLOMBO AREA ) | OUTSIDE OF COLOMBO CAN BE ARRANGE DELIVERY WITHIN 24 HOURS | කොළඹ අවට නම් පැය 3ක් ඇතුලත දුරකතනය ඔබේ ලගටම ගෙන්වා ගත හැක. | දුරකතනය ඔබට ලැබුනු පසු මුදල් ගෙවීම සිදු කල හැක. | කොළඹින් පිටත නම් මුදල් ගෙවූ පසු පැය 24ක් ඇතුලත ගෙන්වා ගත හැක. | 📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦📦"
