ID,Price,Condition,Brand,Model,Edition,Operating System,Memory,Network,SIM Support,RAM,No. of Camera,Screen Size,Battery,Processor,Item type,Features,Description
392,98000,Used,Apple,iPhone 12 Pro,256GB,iOS,,5G,,,,,,,,USB Type-C Port,"📱 IPHONE 12 PRO 256GB | 🔥 2 MONTHS PHONE TO PHONE WARRANTY | 🔥 90% - 95% BATTERY HEALTH | 🔥Free Tempered, Backcover | 🔥One month Battery Warranty | 🔥All colors Available ♥️ | 99% condition | 5G | 256GB | Face Unlock 100% | All sensors 100% | 💳CREDIT AND DEBIT CARD PAYMENTS ACCEPTED | (Condition Apply) ✅ | 📝 INSTALLMENT PLANS AVAILABLE FOR CREDIT CARD HOLDERS | (Condition Apply)✅ | 🛵DELIVERY CAN BE ARRANGE | (Condition Apply)✅ | i Max Mobile | Yakkala Near Caravan Fresh📍🗺️📍"
393,20000,Used,Apple,iPhone XR,64GB,iOS,,,,,,,,,,,I phone xr ekata 13 pro housing ekak gahala tiyennne | Ratin genawa phone eka. | Back glass eka cracked wela thiyennne. | Battery replaced 100% | Ada gannnawanam aduwak karala denwa
394,95500,Used,Apple,iPhone 14,128GB,iOS,128 GB,5G,,,,,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",Top candition all pats orjinal ful set sem ime bokx no erros
395,23000,Used,Apple,iPhone 7 Plus,Apple,iOS,128 GB,4G,Single SIM,,,,,,,"Bluetooth, Wifi, GPS",📍iphone 7 plus 📱 | 📍Finger print💯 | 📍condition 💯🧀 | 📍 Storage 128GB | 📍Original Battery  💯😍 | 📍Battery health 75%🔋😍 | 📍 contact- | 📌 Location Horana | 📍 Ex ok
396,100000,Used,Apple,iPhone 12 Pro,Apple,iOS,256 GB,,Dual SIM,,Dual,,,,,"Fast Charging, Flash Charging, Bluetooth, Wifi",iPhone 12 Pro | Gold | 3U tool available | No any Issues | No exchange
397,50000,Used,Apple,iPhone 11,,iOS,64 GB,4G,Single SIM,,Dual,5.1 to 6 inches,,,,"Fast Charging, Flash Charging, Bluetooth, Wifi, GPS, Infrared port",Iphone 11✨ | 64GB | Original Display💯 | Original Battery Changed💯 (Unverified) | Backtap💯 | Faceid💯 | All Sensors Working Perfectly💯
398,163000,Used,Apple,iPhone 14 Pro Max,iPhone 14 Pro Max,Android,,,,,,,,,,,iPhone 14 Pro Max | 256Gb | Battery 86% | With Same Imei Box | ZA/A Physical Dual Sim | No Any Hidden Errors | Call For More Information | NOTE : DISPLAY USED PART | OLD DISPLAY AVAILABLE
399,78000,Used,Apple,iPhone 12 Pro,,iOS,256 GB,5G,Dual SIM,,Triple,,,,,"USB Type-B Port, USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS",Iphone 12 pro | 256gb | Bh 71 | All part original | කිසිම අවුලක් නැ | Full set | 80000
400,133000,Used,Apple,iPhone 13 Pro,256GB,iOS,256 GB,5G,Single SIM,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",Iphone 13 Pro 256gb | Rs.133000/= | 𝗙𝘂𝗹𝗹 𝗦𝗲𝘁 𝗕𝗼𝘅 - Rs.135000/= [ 𝗙𝗥𝗘𝗘 Box | 20w Charger | 20w Lightning Cable | Lightning Headset | SuperD Tempered | MagSafe Back Cover ] | ★ 99% Condition | Hongkong Import | ★ Original Battery | 3u Tool Report Have | ★ 𝗗𝗢 𝗡𝗢𝗧 𝗗𝘂𝗯𝗮𝗶 𝗖𝗵𝗲𝗲𝗽 𝗣𝗵𝗼𝗻𝗲𝘀 | ★ 𝗗𝗢 𝗡𝗢𝗧 𝗕𝗮𝘁𝘁𝗲𝗿𝘆 𝗕𝗼𝗼𝘀𝘁 𝗣𝗵𝗼𝗻𝗲𝘀 | ★ One Week Checking Warranty | ★ One Month Software Warranty | 💳 𝗖𝗥𝗘𝗗𝗜𝗧 𝗖𝗔𝗥𝗗 𝗣𝗔𝗬𝗠𝗘𝗡𝗧 𝗔𝗖𝗖𝗘𝗣𝗧 💳 | ★★ 𝗦𝗠 𝗠𝗢𝗕𝗜𝗟𝗘 𝗚𝗮𝗻𝗲𝗺𝘂𝗹𝗹𝗮 ★★
401,225500,Used,Apple,iPhone 15 Pro Max,Apple,iOS,256 GB,5G,Single SIM,8 GB,Triple,,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",APPLE I PHONE 15 PRO MAX | Gray Titanium Color | 256GB Storage | 88% Battery Health | Cycle Count 731 | 100% Body Condition | Same Imei Box Charging Cable | ZP/A Singapore 🇸🇬 country | More details contact me | Call me or msg me in only watsapp | Don’t call normal call
402,165000,Used,Apple,iPhone 14 Pro Max,,iOS,128 GB,5G,Single SIM,6 GB,,5.1 to 6 inches,5000 mAh,,,"Flash Charging, Bluetooth, Wifi, GPS",Phone good condition | Battery 78. | No eroor | Storage 128 | Full. Set. | More cll me
403,138000,Used,Apple,iPhone 13 Pro Max,,iOS,,,,,Triple,,,,,,Personally used | Battery Health - 85% | 512 GB | 95% condition | X/A | Call for more information
404,29000,Used,Apple,iPhone X,64GB White,,,,,,,,,,,,✅ iPhone X | ✅ Color: White | ✅ Storage: 64GB | ✅ iCloud: Unlocked | ✅ Face ID: Working | ✅ Battery Health: 100% | ✅ Condition: 98% – Looks like new | ✅ Includes: Phone and charging cable only | ✅ Exchange: No exchange
405,125000,Used,Apple,iPhone 13 Pro,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Quad,5.1 to 6 inches,5000 mAh,Kirin,,"Flash Charging, Bluetooth, GPS, Infrared port",No eny errors | 128gb | 87battery | with box | genuine device 💐
406,63000,Used,Apple,iPhone 11 Pro Max,64GB,iOS,64 GB,5G,Dual SIM,8 GB,Triple,4 to 5 inches,5000 mAh,,,"Fast Charging, Bluetooth, Wifi",Iphone 11pro max 64gb... | No errs.... | Face id 100%... | B/H 90%.. | Colombo kotikawatta
407,85000,Used,Apple,iPhone 11 Pro Max,256GB,iOS,256 GB,,Single SIM,,Triple,,,,,,🔴used in America🇺🇲 japan 🇯🇵canda 🇨🇦 | 🔴Brand new condition | 🔴phone charger & cable with box | 🔴Battery  85%_100% | 🔴All sensors 100% work | 🔴face unlock 100% | 🔴cradit & Debit card payment accepted | 🔴Location _near dialog Arcade | 🔴Not used in Sri Lanka | 🔴call
408,46500,Used,Apple,iPhone XS,256GB,iOS,256 GB,4G,,,,,,,,,I phone xs | 256Gb Rom | Face I'd 100% | Battery health 76% | All original parts | No any errors | Full set box | Ex or sale
409,19000,Used,Apple,iPhone 7 Plus,apple,iOS,128 GB,4G,Single SIM,3 GB,Dual,Above 6 inches,4000 mAh,MediaTek,,"Fast Charging, Flash Charging, Expandable Memory, Fingerprint Sensor",Money urgent | no issue bh 72 original. Dysplay original | 🥕 ඉක්මනට විකුනනවා
410,40000,Used,Apple,iPhone 11,Apple,iOS,64 GB,4G,Single SIM,4 GB,Dual,,5000 mAh,,,"Bluetooth, Wifi",iphone 11 used | top condition | facr id ok | display and back glass creaked | ture tone work | black colour
411,125000,Used,Apple,iPhone 12 Pro Max,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, Fingerprint Sensor","I phone 12 PRO MAX📲🍎 | Stoarege 128💞 | B/H 91✅ | All original✅ | All working perfectly✅ | Brand new condition🧀 | Genuine device♻️ | No erors💗 | 125,000/= | Exchange good phone 14 pro max +cash"
412,30000,Used,Apple,iPhone SE 2,,iOS,128 GB,4G,,,,,,,,,I phone se 2 🍎 | Storege 128 | B/H 100 replace | Fingerprints 💯 | Best conditions | Kandy/ Gampola
413,99000,Used,Apple,iPhone 13,,iOS,,,,4 GB,Dual,,,,,,No erros | Orjinal disply | Helth 78 | Full set
414,92500,Used,Apple,iPhone 12 Pro Max,,iOS,128 GB,,,,,,,,,,Aul mkuth na | Phone ekai box ekai backcover ekay | Original display | Original battery 70% | Salli hadissiyak | Antima ganan dala tynne
415,142500,Used,Apple,iPhone 15,,iOS,128 GB,4G,,,Dual,,,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",I PHONE 15 | 128 GB | PHONE AND BOX | SAME IMEI BOX | MICRO SIM +E SIM | APPLE CARE WARENTY REMAINING | BETTERY 89% | ORIJINAL BETTERY AND ORIJINAL DISPLAY | NO ANY REPLACEMENTS
416,14000,Used,Apple,iPhone 6,Apple,iOS,32 GB,4G,Single SIM,,,,,,,"USB Type-B Port, Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone 6 🤍 | Finger print working 💯 | New battery 💯 | Clean condition 💯 | No any problem 💯 | 14000=
417,25000,Used,Apple,,,,,,,,,,,,Other,,Broken IPhone 12 pro max for sale
418,145000,Used,Apple,iPhone 13 Pro,Apple,iOS,128 GB,5G,Dual SIM,,Triple,Above 6 inches,,,,"Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor","99 % Good condition Original parts | Mint condition no any Other errors | 145,000"
419,121000,Used,Apple,iPhone 12 Pro Max,256GB,iOS,256 GB,5G,,,Quad,,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",Full set box | 256gb | Genuine battery charge | 100 💯 battery | Good battery life | Good condition 💯 | Call me more details
420,82500,Used,Apple,iPhone 11 Pro Max,256GB,iOS,256 GB,VoLTE,Dual VoLTE,4 GB,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS","⭕️ ex okay with Iphone 12 pro, 13 or 14 - Battery health 85 up ⭕️ | ⭕️ if interested msg me via whatsapp, no time wasters please ⭕️ | Very Good Condition | Full set without box with 4 back covers | No Repairs done | 256GB | ios 26.3 Updated | Face ID 100✅ superb battery lifr | Battery Health 100 | Back tap ✅ | True Tone ✅ | wireless charging ✅ | Camera module ✅"
421,95000,Used,Apple,iPhone 13 Pro,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,5000 mAh,,,"USB Type-B Port, Fast Charging, Flash Charging, Bluetooth, Wifi, GPS","🔥 iPhone 13 Pro – 128GB – 100% Body Condition – Best Deal! 🔥 | Looking for a premium iPhone at a great price? | Here’s your chance to own an Apple iPhone 13 Pro (128GB) in excellent condition! | 📱 Condition Details: | ✅ Body Condition: 100% – No dents, no scratches | ✅ Storage: 128GB | ✅ Battery Health: 75% (Service recommended – still working perfectly) | ✅ All Functions: Face ID, True Tone, Camera, Speakers – 100% working | ✅ Original Display & Parts | ✅ Carefully used & well maintained | This phone is perfect for someone who wants flagship performance at an affordable price. | 🚀 Why Buy This? | • Powerful A15 Bionic chip – Super fast performance | • Pro Camera System – Stunning photos & videos | • Premium design & smooth display | • Reliable daily-use phone | 💰 Price: Rs. 95,000 (Slightly negotiable for serious buyers) | 📍 Serious buyers only | 📞 Can inspect before purchase | Don’t miss this deal — good condition iPhone 13 Pro units at this price sell fast!"
422,65000,Used,Apple,iPhone 12 mini,apple,iOS,128 GB,,Dual SIM,,Dual,,,,,,"iPhone 12 mini | 128gb ✨ | Bh 77🔋 | All original parts 💯 | No any errors or replacements 💯 | Dm for more details | 📍Location Kandy,Gelioya"
423,175000,Used,Apple,iPhone 14 Pro Max,,iOS,256 GB,5G,,,,,,,,USB Type-B Port,14 Pro max | 256 GB | Condition - 98% | Battery -79 | All parts original | Genuine buyers only call | Phone and 20 watt dock only
424,40000,Used,Apple,iPhone 8 Plus,,iOS,256 GB,,,,,,,,,,"Iphone 8plus 256gb | Imported From Japan | Battery Health-82% | Backcover,Temperd attached | No Exchange | Kurunegala"
425,75000,Used,Apple,iPhone 13 mini,128GB,iOS,128 GB,5G,Single SIM,,Dual,,,,,"Fast Charging, Bluetooth, Wifi, GPS","🔰 I phone 13mini🍎🧀 | 🔰 128 storage 😌😏 | 🔰 Front black,rear starlight 🧀😎🤍 | 🔰 battery capacity 78% | 🔰 truetone  💯😋 | 🔰 Face id 💯😋 | 🔰 All sensor working 💯🤗 | 🔰 All parts original 😃😋 | 🔰 Fullset box with same imei all document available 📦🤓 | 🔰 📸😋 | ⭕️ No exchange cash only | ⭕️ Location >Rathnapura,godakawela | 📞;"
426,48000,Used,Apple,iPhone 11 Pro Max,,iOS,256 GB,5G,Single SIM,,Triple,Below 4 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS, Infrared port"," iPhone 11 pro max |  Face iD - not working |  Ture tone |  original Display |  Strorge 256GB |  back glass track |  Original Battery |  Battery health 73 |  phone & Box only |  Rs-48,000.00 |  මිල පොඩි වෙනසක් කල හැක💵 |  contact- ☎️"
427,50000,Used,Apple,iPhone 11,Apple,iOS,128 GB,,Dual SIM,,,,,,,,iPhone 11 128gb | CONDITION 100% | ORIGINAL BATTERY HEALTH 93% | DISPLAY REPLACED (GX) | CAMERA POTRAIT 100% | Back glas crack
428,99500,Used,Apple,iPhone 12 Pro Max,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,5000 mAh,,,,I phone 12 Pro max 128gb💙 | Tip top condition 🤍 | No any replacement 🚫 | All parts original 🥰 | Brand new condition 😇 | All sensors and everything 100% working ❤️ | අඩුපාඩු කිසිම දෙයක් නැහැ ටොප් එකට තියෙනව 💙🧊
429,125000,Used,Apple,iPhone 13 Pro Max,,iOS,256 GB,5G,Single SIM,12 GB,Triple,5.1 to 6 inches,5000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS, Infrared port",Good condition | 256 | Face id work | Battery 75 | Display chage original | Ice blue | Ex ok iPhone only | More details
430,160000,Used,Apple,iPhone 14 Pro Max,,iOS,128 GB,5G,Dual SIM,6 GB,Triple,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",iphone 14 pro max | Battery helth 76 | 128GB storage | Full set box with same imei | Original phone and parts | No any hidden errors | Condition 100%
431,110000,Used,Apple,iPhone 16 Pro,iPhone 16 pro 128GB,,,,,,,,,,,,icloud locked
432,190000,Used,Apple,iPhone 15 Pro,128GB,iOS,,,,,,,,,,,Iphone 15 pro 128Gb | 100% brand new condition | Full set same imei box with purchase bill | No any errors or repairs | Purchased from Singapore 2 years ago | Battery health 89% | Used by a girl
433,179900,Used,Apple,iPhone 14 Pro,,,,,,,,,,,,,iPhone 14 Pro | 256GB - 98%🔋 | Cheese Condition | Anuradhapura Town
434,54000,Used,Apple,iPhone 11,128 GB,iOS,128 GB,,Dual SIM,4 GB,Dual,Above 6 inches,,,,"Fast Charging, Bluetooth, Wifi, GPS",iPhone 11 – 128GB (Used) | • 4G Network | • 128GB Storage | • Chinese Mainland Version | • Supports Dual Physical SIM | • Battery Replaced – Battery Health 90%+ | • Very Light Traces of Use | • Fully Functional – No Issues | Condition: Carefully used and well maintained. Only the battery has been replaced for better performance. Everything works perfectly. | 📦 Usually takes 10–15 days to arrive (Directly imported from China). | 📲 Contact for more details | WhatsApp Only:
435,115000,Used,Apple,iPhone 14 Plus,,iOS,128 GB,5G,,6 GB,Dual,Above 6 inches,,,,,iPhone 14 plus | 128Gb | All Parts Original | Full set box Same EMEI | Battery85% | Moratuwa
436,32000,Used,Apple,iPhone SE 3,128GB 5G,iOS,128 GB,5G,Dual VoLTE,4 GB,Dual,Below 4 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Flash Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone SE 3rd Generation 2022💥 | 128GB 🚀 | 5G Dual ESim🔥 | True Tone Original Display 🖥️ | Original Battery 71%🔋 | Super Camara With Portrait 📸 | IOS 26.3 Update ✅ | Home Button And Fingerprint 🫆 ✅ | All Original Parts And Working Condition 💯 | ⭕️දකුනු පැත්තේ පොඩි තීරැවක් Touch වදින්නෑ පාවිච්ච කරන Phone Eka⭕️ | Ex පොඩි Phone + Cash Ok | Please WhatsApp Inbox Msg Me 📥
437,215000,Used,Apple,iPhone 16,Apple,iOS,256 GB,5G,Single SIM,8 GB,Dual,Above 6 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Bluetooth, Wifi, GPS",iPhone 16 | Black | Battery 100 | Cc 97 | All part original | Apple Care November 2026 | Full set
438,65000,Used,Apple,iPhone XS,,iOS,256 GB,4G,Single SIM,,,,,,,,original display | original Bettry health 82 | phone only | phone colour gold | not repairing | face work
439,65000,Used,Apple,iPhone 12 mini,128 GB,iOS,128 GB,5G,,,Dual,,,,,,I phone exchange possible | Battry helth 73 | Face id working
440,156000,Used,Apple,iPhone 14 Pro,,iOS,128 GB,5G,,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",🍎 iphone 14 pro with same imei box | 🔹128 Gb storage | 🔹84 battery health | 🔹Gold colour | 🔹Brand new condition 🧀 | 🔹Physical sim + E sim | 🔹All sensors working | 🔹Face id / true tone 💯 | 🔹Full set with same imei box | 🔹Checking warranty available | 📞
441,159000,Used,Apple,iPhone 15,Apple,,,,Dual SIM,,,,,,,,Full set with Box | Almost Brand new one | Battery original health 100% | battery cycle 11 | water resistance | Apple care warranty have
442,406000,Brand New,Apple,iPhone 17 Pro,,iOS,256 GB,,,,Triple,Above 6 inches,,,,, IPHONE 17 Pro 256 GB 🔥 | Cosmic orange 🍊 | Australia (X/A)🇦🇺 | Seal Pack Non-Active | Physical Sim + E-sim Version | With 1 Year  care warranty
443,60000,Used,Apple,iPhone 11 Pro,,iOS,,,Dual SIM,,Triple,5.1 to 6 inches,4000 mAh,,,,11 pro 256 black | Face id 100% | Original 11pro display replace 100% | Bh 71 (1st battery ) can use one day | සල්ලි හදිස්සියකට දෙන්නෙ | No any errors or single scratch | 100% perfect condition
444,210000,Used,Apple,iPhone 15 Pro,128GB,iOS,128 GB,5G,Single SIM,,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS","*Iphone 15 pro 🍎 | *128GB 🧀 | *86% battery health 🍎🧀 | *With Latest Update 🧀👏 | *No hidden Damages or Scratches 🍎🧀 | *Exchange or Cash 😎 | *Genuine Buyers please | *FREE - Camera Lens Protection, 3 Back covers And original C to C 🚡 | * fullset box complete with original sameimi box | * brandnew condition | *Location - රත්නපුර-ගොඩකවෙල"
445,85000,Used,Apple,iPhone 11 Pro,Apple,iOS,256 GB,,,4 GB,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",I Phone 11 Pro | Capacity 256GB | Battery Health 90% | From Japan 🇯🇵 | Phone and charger
446,56500,Used,Apple,iPhone 12 mini,64GB,,64 GB,,,,,,,,,"Bluetooth, Wifi, GPS",Iphone 12 mini | 64gb | Battery health 89% | Full set box | 1 week checking variety ❤️ | Call me
447,143000,Used,Apple,iPhone 15,128GB,iOS,128 GB,5G,Dual SIM,6 GB,Dual,,,,,"USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",iPhone 15 128gb🧀🍎 | Top condition | All original parts | with water seal | Battery 89% | No any errors
448,60000,Used,Apple,iPhone 11,128GB,,,,,,,,,,,,Menaka Traders (🔥 officially verified seller🔥) | iPhone 11 (128GB) ( cheese condition units) | Clean AAA STOCK. | (ORIGINAL DISPLAY ORIGINAL BATTERY)CHECK AND BUY. | full set box available (not free). | 01 month phone to phone Warrenty available. | 💯 Brand new Condition 💯 | Check and buy | . PHONE EXCHANGE AVAILABLE | (MINT CONDITIONS | BROKEN PHONES | DISPLAY AND BATTERY NOT WORKING UNITS | ) | ✨Not Used in Sri Lanka ✨ | Best and quality price in market. | ❇️88 up🔋battery life . | ❇️No any hidden errors Can check before buy. | ❇️No Any Country Lock or iCloud Lock. | ❇️iPhone To iPhone Exchange Possible . | WHOLESALE AND RETAIL AVAILABLE. | BEST AND QUAILTY PRICES. | CASH/VISA MASTER CREDIT CARDS/BANK TRANSFER AVAILABLE. | LOCATION- MENAKA TRADERS | (DEMATAGODA RAILWAY STATION) | CARD PAYMENTS AVAILABLE.
449,120000,Used,Apple,iPhone 14,128,iOS,128 GB,,Single SIM,6 GB,Quad,,,,,"Fast Charging, Flash Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor",inbox box me
450,87000,Used,Apple,iPhone 11 Pro Max,256GB,iOS,256 GB,,,,,,,,,,iPhone 11 Pro Max 256GB | All parts original | All sensors working perfectly | No any errors | Phone with box
451,250000,Used,Apple,iPhone 15 Pro Max,,iOS,,,,,,,,,,,Price 250 000💲 | Original Display 💯 | Battery 89🔋 | Storage 512 Gb | First user⚡️ | Good Condition 🤝 | All parts Original💯
452,26000,Used,Apple,iPhone X,,iOS,64 GB,4G,,3 GB,,4 to 5 inches,,,,,Apple id password issue | Battery health 73
453,105000,Used,Apple,iPhone 11 Pro Max,Iphone 11 Pro Max,iOS,256 GB,4G,Dual SIM,4 GB,Triple,Above 6 inches,4000 mAh,Snapdragon,,"Fast Charging, Bluetooth, Wifi, GPS","- 6.5-inch Super Retina XDR OLED display | - A13 Bionic chip | - Triple 12MP camera system (Wide, Ultra Wide, Telephoto) | - 4GB RAM | - 256GB storage | - Space Grey Color | - 4G LTE, Wi-Fi 6 (802.11ax), Bluetooth 5.0, NFC. | - Dual SIM (nano-SIM and eSIM) | * 100% Brand new condition | * Full box (Original Cable, Original Apple Handsfree, Docs Catalogue, Adaptar, Un-used Back cover) | * ﻿﻿100% Original housing | * ﻿﻿Face ID 100% Working | * ﻿﻿89% Up Good battery life (Original Battery) | * ﻿﻿No any hidden errors | * Selling due to upgrade | * Price is negotiable | * Serious Buyers Please…!!!"
454,50000,Used,Apple,iPhone XS,256GB,iOS,256 GB,5G,Dual SIM,4 GB,Dual,,5000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",Iphone xs 🍎🤍📱 | All part original ❤️ | 256 GB ⭕️ | 92 🔋 | Condition 🧀 | No error 🫶 | Wensk krnnm cl me
455,290000,Used,Apple,iPhone 16 Pro Max,Apple,iOS,256 GB,5G,Dual VoLTE,16 GB,Triple,Above 6 inches,5000 mAh,Snapdragon,,"USB Type-C Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Infrared port",iPhone 16 Pro max | 256GB | Battery 95% | Full set same imei box | Apple care remaining till April | No error 💯
456,72000,Used,Apple,iPhone 11 Pro,Apple,iOS,256 GB,4G,Single SIM,4 GB,Triple,,,,,"Fast Charging, Bluetooth, Wifi, GPS",I phone 11 pro | 256GB | Original battery | Original display | Condition 💯 | Price Negotiable
457,26000,Used,Apple,iPhone 7 Plus,Red,iOS,128 GB,4G,Single SIM,3 GB,Dual,,,,,"Bluetooth, Wifi, GPS, Fingerprint Sensor",Iphone 7 plus | 128gb | B/H💯Red | All Parts Orginal Only Battery Change | Finger Print 💯 | All Sensor Perfectly Work | Cl Me More Details | Note - No Exchange
458,190000,Used,Apple,iPhone 15 Pro,128GB,iOS,128 GB,5G,Dual VoLTE,8 GB,Triple,5.1 to 6 inches,4000 mAh,,,"USB Type-C Port, Fast Charging, Flash Charging, Bluetooth, Wifi, GPS",iPhone 15 pro 128gb | Personal used phone | Good condition | 86 battery health
459,75000,Used,Apple,iPhone 11 Pro,Apple,iOS,256 GB,,,,Triple,5.1 to 6 inches,5000 mAh,,,"Bluetooth, Wifi, GPS",11 Pro 🍎 | 256 Gb | 🔋 89% | No Errors | No Replacement | Full set & Same imei box ❤️‍🔥 | *  *Exchange Okay* ♻️
460,88500,Used,Apple,iPhone 13,128GB,Windows,,,,,,,,,,,Iphone 13 128gb | Blue colour | Phone only | Battery health 84% (Original) | Mint condition | Personally used | No any problems
461,45000,Used,Apple,iPhone 11,128GB,iOS,128 GB,,,,Dual,,,,,,හොදටම තියනව | Back glass eka poddak bidila thiyanne | Original disply chenj karala thiyanne wena kisima awlk naha
462,39000,Used,Apple,iPhone X,256GB,iOS,256 GB,4G,Single SIM,3 GB,Dual,,,Google Tensor,,"USB Type-C Port, Bluetooth, Wifi, GPS",256 GB | Face ID💯 | J/p | Tru tone 💯
463,155000,Used,Apple,iPhone 13 Pro Max,512GB,iOS,,,,,Triple,,,,,,Iphone 13 pro max | 512GB | 78% battery. | Nothing replaced. Genuine phone and box
464,22000,Used,Apple,iPhone 7,,iOS,128 GB,VoLTE,Single SIM,,,,,,,,I phone 7 | Storage -128gb | Fringer print 100%  💯✅ | No eny error  ✅ | Original Display | Battery health- 100%( Replace New One ) | All sensors working well💯 | Location -Kandy | Last - 20 000
465,32000,Used,Apple,iPhone X,Apple,iOS,256 GB,4G,Single SIM,4 GB,,,,,,,Iphone X | 256GB | Condition 98% | Same imei box with charger | Note - Battery දාගන්න ඕන | Camara එක සමහර වෙලාවට Struck වෙනවා
466,96500,Used,Apple,iPhone 12 Pro,256GB,iOS,,5G,Single SIM,,Triple,,,,,,Urgent Sale | Very Good Price | හොදම තත්වයෙන් ඇත | ආනයනය කරන ලද දුරකථන | සිරීමක්වත් නැත | 100% Battery Helth | Condition 100% 🔥🔥
467,88000,Used,Apple,iPhone 12 Pro Max,256GB,,,,,,,,,,,,apple 12 pro max 256gb | phone in brand new condition | full set box | phone eka galawala nha | face id error after updat | exchange posibbale | last price
468,75000,Used,Apple,iPhone 12 Pro,,iOS,256 GB,5G,Dual SIM,6 GB,Triple,,,,,,I PHONE 12pro | 256Gb | Good condition 💯 | Battry helth 86% | Camara 2x zoom blur problem
469,12000,Used,Apple,iPhone 6,Apple,,,,,,,,,,,,iPhone 6 64 GB | First owner | Slightly used | Trincomalee
470,110000,Used,Apple,iPhone 13,256GB,iOS,256 GB,5G,Dual SIM,4 GB,Dual,Above 6 inches,4000 mAh,,,"Fast Charging, Bluetooth, Wifi, GPS",IPHONE 13 256GB | 🔥 83% BATTERY HEALTH | Back cover | 99% condition | 5G | 256GB | Face Unlock 100% | All sensors 100%
471,135000,Used,Apple,iPhone 13 Pro,,iOS,128 GB,4G,Single SIM,,Triple,,,,,,• Iphone 13 pro | • 128GB | • Gold 🧡 | • IOS version 26.2 | • exchange possible | • mint condition 🫶
472,75000,Used,Apple,iPhone 12 Pro,Apple,iOS,128 GB,5G,,,,,,,,"USB Type-B Port, Fast Charging, Flash Charging, Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor, Infrared port",iPhone 12 Pro 128GB | Good condition | Not in used lanka | Full set
473,37500,Used,Apple,iPhone SE 2,Apple,iOS,128 GB,4G,Dual SIM,3 GB,Dual,4 to 5 inches,,,,"Fast Charging, Flash Charging, Bluetooth, Wifi, GPS, Fingerprint Sensor","✨ iPhone SE (2nd Gen) for Sale ✨ | Good condition | 🔋 Battery Health: 76% | ✅ All sensors working perfectly | 🔧 Everything original | 📱 Smooth performance | ❌ No errors or issues | 🛡️ Comes with tempered glass, back cover, and charger | Reason for selling: Upgraded to a new phone. | Interested buyers, please DM 👍"
474,16500,Used,Apple,iPhone 7 Plus,Apple,iOS,128 GB,VoLTE,Single SIM,,Dual,,,,,"USB Type-B Port, Fast Charging, Flash Charging, Bluetooth, Wifi, Fingerprint Sensor",Phon eka hodatama thinawa | Cj flax eka da ganna ona eka vitharai aula | Bh 100 | Salli hadissiyak nisa denne 15000 dennan | Ada heta wade wenawanam
475,38000,Used,Apple,iPhone 11,,Windows,64 GB,5G,,,,,,,,,64Gb | Battery 85 orjinal | Face id wada
476,30000,Used,Apple,iPhone 7 Plus,Apple,iOS,256 GB,4G,Single SIM,4 GB,Dual,5.1 to 6 inches,,,,"Expandable Memory, Bluetooth, Wifi, GPS, Fingerprint Sensor",මුදල් හදිස්සියක් නිසා දෙන්නේ.. පෝන් & චාජර් anthima 30.000
477,60000,Used,Apple,iPhone XS Max,Apple,iOS,,,,,,,,,,,xs max ❗️ | black edition | original display | battery changed | 64GB | 🧀 conation | last 58K 💸
